question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
375,A,A,A,A
376,A,A,A,A
377,D,D,B,D
378,D,A,A,A
379,C,C,C,C
380,B,D,D,D
381,B,B,B,B
382,B,B,A,B
383,B,B,B,B
384,A,A,A,A
385,A,A,A,A
386,A,A,A,A
387,A,A,A,A
388,A,A,A,A
389,A,A,A,A
390,B,B,B,B
391,D,D,D,D
392,B,B,B,B
393,A,A,A,A
394,B,B,B,B
395,A,A,A,A
396,A,A,A,A
397,A,A,A,A
398,A,A,B,A
399,C,C,B,C
400,B,B,D,B
401,B,B,B,B
402,B,B,B,B
403,C,C,C,C
404,C,C,C,C
405,B,A,A,A
406,A,A,A,A
407,A,A,A,A
408,A,A,A,A
409,A,B,B,B
410,C,C,C,C
411,C,C,C,C
412,C,C,C,C
413,B,B,B,B
414,C,C,C,C
415,D,D,D,D
416,D,D,D,D
417,C,C,C,C
418,D,D,D,D
419,D,D,D,D
420,C,C,C,C
421,C,C,C,C
422,C,C,C,C
423,B,B,B,B
424,C,C,C,C
425,D,D,D,D
426,D,D,D,D
427,D,D,D,D
428,D,D,D,D
429,C,C,C,C
430,C,C,C,C
431,B,B,B,B
432,B,D,D,D
433,C,C,C,C
434,B,B,B,B
435,A,A,A,A
436,A,A,A,A
437,A,A,A,A
438,A,A,C,A
439,C,C,C,C
440,B,B,B,B
441,A,A,A,A
442,C,C,C,C
