question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
255,C,C,C,C
256,D,D,D,D
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,C,C,C,C
261,C,A,A,A
262,A,A,A,A
263,A,A,A,A
264,A,A,A,A
265,A,A,A,A
266,C,C,C,C
267,B,B,C,B
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,D,A,A,A
273,A,A,A,A
274,A,A,A,A
275,A,A,A,A
276,A,A,A,A
277,A,C,C,C
278,C,C,C,C
279,B,B,B,B
280,C,C,C,C
281,A,A,A,A
282,B,B,B,B
283,C,A,A,A
284,A,A,A,A
285,A,A,A,A
286,A,A,A,A
287,D,D,D,D
288,C,C,C,C
289,D,D,D,D
290,A,A,A,A
291,D,D,D,D
292,D,D,D,D
293,A,A,A,A
294,A,A,A,A
295,A,A,A,A
296,A,A,A,A
297,A,A,A,A
298,A,C,C,C
299,C,A,A,A
300,B,B,A,B
301,C,C,C,C
302,D,D,D,D
303,D,D,D,D
304,A,A,A,A
305,A,A,A,A
306,A,A,A,A
307,A,A,A,A
308,A,A,A,A
309,C,C,C,C
310,A,C,A,A
311,C,C,C,C
312,C,C,C,C
313,A,A,A,A
314,D,D,A,D
315,A,A,A,A
316,A,A,A,A
317,A,A,A,A
318,A,A,A,A
319,A,A,A,A
320,A,C,C,C
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,D,D,D,D
325,A,A,A,A
326,B,A,A,A
327,A,A,A,A
328,A,A,A,A
329,A,A,A,A
330,A,A,B,A
331,C,C,C,C
332,A,A,A,A
333,C,C,C,C
334,B,B,B,B
335,C,C,C,C
336,A,A,A,A
337,A,A,A,A
338,A,A,A,A
339,A,A,A,A
340,A,A,B,A
341,A,A,A,A
342,B,B,B,B
343,A,A,A,A
344,C,C,C,C
345,A,A,A,A
346,C,A,A,A
347,A,A,A,A
348,A,A,A,A
349,A,A,A,A
350,A,A,A,A
351,A,A,A,A
352,B,B,B,B
353,B,B,B,B
354,D,D,D,D
355,A,A,A,A
356,A,A,B,A
357,B,B,A,B
358,A,A,A,A
359,A,A,A,A
360,A,A,A,A
361,D,D,D,D
362,C,C,C,C
363,B,B,B,B
364,D,D,D,D
365,A,A,A,A
366,D,A,A,A
367,A,A,A,A
368,A,A,A,A
369,A,A,A,A
370,A,B,B,B
371,A,A,A,A
372,D,D,D,D
373,C,C,C,C
374,A,B,B,B
375,B,B,B,B
376,B,B,B,B
377,D,D,B,D
378,D,A,A,A
379,C,C,C,C
380,B,D,D,D
381,B,B,B,B
382,B,B,A,B
383,B,B,B,B
384,C,C,A,C
385,A,D,A,A
386,D,D,D,D
387,D,D,D,D
388,B,B,B,B
389,A,A,A,A
390,B,B,B,B
391,D,D,D,D
392,B,B,B,B
393,A,A,A,A
394,B,B,B,B
395,A,A,A,A
396,A,A,A,A
397,A,A,A,A
398,A,A,A,A
399,A,C,B,B
400,B,B,D,B
401,B,B,B,B
402,B,B,B,B
403,C,C,C,C
404,C,C,C,C
405,B,B,A,B
406,A,A,A,A
407,A,A,A,A
408,A,A,A,A
409,A,A,A,A
410,A,C,C,C
411,C,C,C,C
412,C,C,C,C
413,B,B,B,B
414,C,C,C,C
415,D,D,D,D
416,D,D,A,D
417,A,A,A,A
418,A,A,A,A
419,A,A,A,A
420,A,A,A,A
421,A,A,C,A
422,C,C,C,C
423,B,B,B,B
424,C,C,C,C
425,D,D,D,D
426,D,D,D,D
427,D,D,D,D
428,D,A,A,A
429,A,A,A,A
430,A,A,A,A
431,A,A,A,A
432,B,D,D,D
433,C,C,C,C
434,B,B,B,B
435,D,A,B,D
436,C,C,C,C
437,D,D,D,D
438,C,A,A,A
439,A,A,A,A
440,A,A,A,A
441,A,A,A,A
442,A,A,A,A
