question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
198,A,A,A,A
199,A,A,A,A
200,A,A,A,A
201,A,A,A,A
202,A,A,A,A
203,A,A,A,A
204,C,B,C,C
205,D,D,D,D
206,B,D,D,D
207,B,B,A,B
208,A,A,A,A
209,A,A,A,A
210,A,A,A,A
211,A,A,A,A
212,A,A,A,A
213,A,A,A,A
214,A,A,A,A
215,A,A,A,A
216,C,C,C,C
217,D,D,D,D
218,A,D,A,A
219,D,D,A,D
220,D,A,A,A
221,A,A,A,A
222,A,A,A,A
223,A,A,A,A
224,A,A,A,A
225,A,A,A,A
226,A,A,A,A
227,A,A,A,A
228,A,B,B,B
229,D,D,D,D
230,D,D,D,D
231,B,B,B,B
232,C,C,C,C
233,A,A,A,A
234,A,A,A,A
235,A,A,A,A
236,A,A,A,A
237,A,A,A,A
238,A,A,A,A
239,A,A,A,A
240,A,A,A,A
241,A,A,D,A
242,D,D,D,D
243,B,D,D,D
244,D,D,D,D
245,A,A,A,A
246,B,A,A,A
247,A,A,A,A
248,A,A,A,A
249,A,A,A,A
250,A,A,A,A
251,A,A,A,A
252,A,A,A,A
253,A,A,A,A
254,A,B,B,B
255,C,C,C,C
256,D,D,D,D
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,A,A,A,A
261,A,A,A,A
262,A,A,A,A
263,A,A,A,A
264,A,A,A,A
265,A,A,A,A
266,A,A,A,A
267,A,B,C,C
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,A,A,A,A
273,A,A,A,A
274,A,A,A,A
275,A,A,A,A
276,A,A,A,A
277,A,A,A,A
278,A,A,A,A
279,A,A,A,A
280,A,B,C,C
281,A,A,A,A
282,D,B,B,B
283,C,C,C,C
284,B,D,A,D
285,A,A,A,A
286,A,A,A,A
287,A,A,A,A
288,A,A,A,A
289,A,A,A,A
290,A,A,A,A
291,A,A,A,A
292,A,D,D,D
293,A,C,A,A
294,A,A,A,A
295,B,B,B,B
296,D,D,D,D
297,A,A,A,A
298,A,A,A,A
299,A,A,A,A
300,A,A,A,A
301,A,A,A,A
302,A,A,A,A
303,A,A,A,A
304,A,A,A,A
305,D,D,D,D
306,B,B,C,B
307,C,C,C,C
308,C,C,C,C
309,C,A,A,A
310,A,A,A,A
311,A,A,A,A
312,A,A,A,A
313,A,A,A,A
314,A,A,A,A
315,A,A,A,A
316,A,A,A,A
317,A,A,D,A
318,D,D,D,D
319,A,A,C,A
320,A,C,C,C
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,A,A,A,A
325,A,A,A,A
326,A,A,A,A
327,A,A,A,A
328,A,A,A,A
329,A,A,A,A
330,A,A,B,A
331,C,C,C,C
332,A,A,A,A
333,C,C,C,C
334,A,A,A,A
335,A,A,A,A
336,A,A,A,A
337,A,A,A,A
338,A,A,A,A
339,A,A,A,A
340,A,A,A,A
341,A,A,A,A
342,A,A,A,A
343,A,A,A,A
344,C,C,C,C
345,A,A,A,A
346,C,C,C,C
347,D,D,D,D
348,D,D,A,D
349,A,A,A,A
350,A,A,A,A
351,A,A,A,A
352,A,A,A,A
353,A,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,A,A
357,B,B,B,B
358,C,A,A,A
359,B,B,B,B
360,A,A,A,A
361,D,A,A,A
362,A,A,A,A
363,A,A,A,A
364,A,A,A,A
365,A,A,A,A
366,A,A,A,A
367,A,A,A,A
368,A,A,D,A
369,A,A,A,A
370,B,B,B,B
371,A,A,A,A
372,D,C,D,D
373,A,A,A,A
374,A,A,A,A
375,A,A,A,A
376,A,A,A,A
377,A,A,A,A
378,A,A,A,A
379,A,A,A,A
380,A,A,A,A
381,A,B,B,B
382,B,B,A,B
383,B,B,B,B
384,C,C,C,C
385,A,C,A,A
386,A,A,A,A
387,A,A,A,A
388,A,A,A,A
389,A,A,A,A
390,A,A,A,A
391,A,A,A,A
392,A,A,A,A
393,A,A,A,A
394,A,A,B,A
395,A,A,A,A
396,B,B,B,B
397,D,D,D,D
398,A,A,A,A
399,A,A,A,A
400,A,A,A,A
401,A,A,A,A
402,A,A,A,A
403,A,A,A,A
404,A,A,A,A
405,A,A,A,A
406,A,A,B,A
407,C,C,C,C
408,D,D,D,D
409,B,B,B,B
410,C,C,C,C
411,A,A,A,A
412,A,A,A,A
413,A,A,A,A
414,A,A,A,A
415,A,A,A,A
416,A,A,A,A
417,A,A,A,A
418,A,A,A,A
419,A,A,A,A
420,C,C,C,C
421,C,C,C,C
422,C,C,C,C
423,B,B,B,B
424,A,A,A,A
425,A,A,A,A
426,A,A,A,A
427,A,A,A,A
428,A,A,A,A
429,A,A,A,A
430,A,A,A,A
431,A,A,A,A
432,A,A,A,A
433,A,C,C,C
434,B,B,B,B
435,D,D,B,D
436,C,C,A,C
437,A,A,A,A
438,A,A,A,A
439,A,A,A,A
440,A,A,A,A
441,A,A,A,A
442,A,A,A,A
