question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
255,C,C,C,C
256,A,A,A,A
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,A,A,A,A
261,A,A,A,A
262,A,A,A,A
263,A,A,A,A
264,A,A,A,A
265,A,A,A,A
266,A,C,C,C
267,B,B,C,B
268,A,A,A,A
269,A,A,A,A
270,A,A,A,A
271,A,A,A,A
272,A,A,A,A
273,A,A,A,A
274,A,A,A,A
275,A,A,A,A
276,A,A,A,A
277,A,A,A,A
278,A,A,A,A
279,A,A,A,A
280,A,B,C,A
281,A,A,A,A
282,B,B,B,B
283,C,C,C,C
284,A,A,A,A
285,A,A,A,A
286,A,A,A,A
287,A,A,A,A
288,A,A,A,A
289,A,A,A,A
290,A,A,A,A
291,A,A,A,A
292,A,A,A,A
293,A,A,A,A
294,A,A,A,A
295,B,B,B,B
296,D,D,D,D
297,B,B,A,B
298,A,A,A,A
299,A,A,A,A
300,A,A,A,A
301,A,A,A,A
302,A,A,A,A
303,A,A,A,A
304,A,A,A,A
305,A,A,A,A
306,A,A,A,A
307,A,A,C,A
308,C,C,C,C
309,C,C,C,C
310,A,C,D,A
311,C,C,A,C
312,A,A,A,A
313,A,A,A,A
314,A,A,A,A
315,A,A,A,A
316,A,A,A,A
317,A,A,A,A
318,A,A,A,A
319,A,A,A,A
320,A,A,A,A
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,A,D,D,D
325,A,A,A,A
326,A,A,A,A
327,A,A,A,A
328,A,A,A,A
329,A,A,A,A
330,A,A,A,A
331,A,A,A,A
332,A,A,A,A
333,A,A,A,A
334,A,A,A,A
335,C,C,C,C
336,A,A,A,A
337,D,D,D,D
338,B,B,A,B
339,A,A,A,A
340,A,A,A,A
341,A,A,A,A
342,A,A,A,A
343,A,A,A,A
344,A,A,A,A
345,A,A,A,A
346,A,A,A,A
347,A,A,A,A
348,A,A,A,A
349,D,D,D,D
350,D,D,D,D
351,C,C,C,C
352,B,B,B,B
353,A,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,A,A
357,A,A,A,A
358,A,A,A,A
359,A,A,A,A
360,A,A,A,A
361,A,A,D,A
362,C,C,C,C
363,B,B,B,B
364,D,D,D,D
365,A,A,A,A
366,A,A,A,A
367,A,A,A,A
368,A,A,A,A
369,A,A,A,A
370,A,A,A,A
371,A,A,A,A
372,A,A,A,A
373,A,A,C,A
374,A,B,B,B
375,B,B,B,B
376,B,B,B,B
377,D,D,B,D
378,D,A,A,A
379,A,A,A,A
380,A,A,A,A
381,A,A,A,A
382,A,A,A,A
383,A,A,A,A
384,A,A,A,A
385,A,A,A,A
386,A,A,A,A
387,A,D,D,D
388,B,B,B,B
389,A,A,A,A
390,B,B,B,B
391,D,A,A,A
392,A,A,A,A
393,A,A,A,A
394,A,A,A,A
395,A,A,A,A
396,A,A,A,A
397,A,A,A,A
398,A,A,A,A
399,A,A,A,A
400,A,A,A,A
401,B,B,B,B
402,B,B,B,B
403,C,C,C,C
404,C,C,A,C
405,A,A,A,A
406,A,A,A,A
407,A,A,A,A
408,A,A,A,A
409,A,A,A,A
410,A,A,A,A
411,A,A,A,A
412,A,A,A,A
413,A,B,B,B
414,C,C,C,C
415,D,D,D,D
416,D,D,D,D
417,C,C,A,C
418,A,A,A,A
419,A,A,A,A
420,A,A,A,A
421,A,A,A,A
422,A,A,A,A
423,A,A,A,A
424,A,A,A,A
425,A,A,A,A
426,D,D,D,D
427,D,D,D,D
428,D,D,D,D
429,C,C,C,C
430,C,A,A,A
431,A,A,A,A
432,A,A,A,A
433,A,A,A,A
434,A,A,A,A
435,A,A,A,A
436,A,A,A,A
437,A,A,A,A
438,A,C,C,C
439,C,C,C,C
440,B,B,B,B
441,A,A,C,A
442,C,A,A,A
