question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
116,A,A,A,A
117,A,A,A,A
118,A,A,A,A
119,A,A,A,A
120,A,A,A,A
121,D,D,D,D
122,B,B,B,B
123,D,A,D,D
124,B,B,B,B
125,B,B,B,B
126,D,D,A,D
127,A,A,A,A
128,A,A,A,A
129,A,A,A,A
130,A,A,A,A
131,A,A,A,A
132,A,A,A,A
133,B,B,B,B
134,B,B,B,B
135,A,A,A,A
136,D,D,D,D
137,A,A,A,A
138,B,B,B,B
139,D,D,D,D
140,A,A,A,A
141,A,A,A,A
142,A,A,A,A
143,A,A,A,A
144,A,A,A,A
145,A,A,A,A
146,B,B,B,B
147,B,B,D,B
148,B,B,A,B
149,A,A,A,A
150,D,D,D,D
151,D,D,D,D
152,C,C,A,C
153,A,A,A,A
154,A,A,A,A
155,A,A,A,A
156,A,A,A,A
157,A,A,B,A
158,A,A,A,A
159,B,B,B,B
160,C,C,C,C
161,B,B,B,B
162,A,A,A,A
163,D,D,D,D
164,C,C,C,C
165,B,A,A,A
166,A,A,A,A
167,A,A,A,A
168,A,A,A,A
169,A,A,A,A
170,A,C,C,C
171,D,D,D,D
172,C,C,C,C
173,D,D,D,D
174,C,C,C,C
175,A,A,A,A
176,B,D,D,D
177,A,A,A,A
178,A,A,A,A
179,A,A,A,A
180,A,A,A,A
181,A,A,A,A
182,A,A,C,A
183,C,C,C,C
184,B,B,B,B
185,D,D,D,D
186,C,A,C,C
187,A,A,A,A
188,C,C,C,C
189,D,D,D,D
190,A,A,A,A
191,A,A,A,A
192,A,A,A,A
193,A,A,A,A
194,A,A,A,A
195,D,D,D,D
196,C,C,C,C
197,C,C,C,C
198,B,A,B,B
199,B,B,B,B
200,C,C,C,C
201,D,B,D,D
202,C,A,A,A
203,A,A,A,A
204,A,A,A,A
205,A,A,A,A
206,A,A,A,A
207,B,B,B,B
208,B,B,B,B
209,C,C,C,C
210,A,A,A,A
211,C,C,C,C
212,C,C,C,C
213,A,A,A,A
214,B,B,A,B
215,A,A,A,A
216,A,A,A,A
217,A,A,A,A
218,A,A,A,A
219,A,A,D,A
220,D,D,D,D
221,B,B,B,B
222,B,B,B,B
223,B,B,B,B
224,C,A,A,A
225,B,B,B,B
226,D,D,D,D
227,A,A,A,A
228,A,A,A,A
229,A,A,A,A
230,A,A,A,A
231,A,A,A,A
232,A,C,C,C
233,A,A,A,A
234,B,B,B,B
235,B,A,A,A
236,B,B,B,B
237,C,C,C,C
238,C,A,D,C
239,D,D,A,D
240,A,A,A,A
241,A,A,A,A
242,A,A,A,A
243,A,A,A,A
244,A,A,D,A
245,A,A,A,A
246,B,B,B,B
247,D,D,D,D
248,A,A,B,A
249,B,B,B,B
250,B,C,C,C
251,D,D,D,D
252,A,A,A,A
253,A,A,A,A
254,A,A,A,A
255,A,A,A,A
256,A,A,A,A
257,A,A,A,A
258,A,A,D,A
259,A,A,A,A
260,C,C,C,C
261,D,B,D,D
262,D,B,B,B
263,D,D,D,D
264,A,A,A,A
265,A,A,A,A
266,A,A,A,A
267,A,A,A,A
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,D,B,B,B
273,D,D,D,D
274,B,B,D,B
275,A,A,A,A
276,B,B,B,B
277,C,A,A,A
278,A,A,A,A
279,A,A,A,A
280,A,A,A,A
281,A,A,A,A
282,A,B,B,B
283,C,C,C,C
284,A,A,A,A
285,C,C,C,C
286,D,D,D,D
287,D,D,B,D
288,C,C,C,C
289,D,D,D,D
290,A,A,A,A
291,A,A,A,A
292,A,A,A,A
293,A,A,A,A
294,A,A,A,A
295,A,A,B,A
296,D,D,D,D
297,B,B,B,B
298,C,C,C,C
299,C,C,C,C
300,B,B,B,B
301,C,C,C,C
302,D,D,D,D
303,A,A,A,A
304,A,A,A,A
305,A,A,A,A
306,A,A,A,A
307,A,A,A,A
308,C,C,C,C
309,C,C,C,C
310,A,C,A,A
311,C,C,C,C
312,C,C,C,C
313,A,A,A,A
314,D,D,A,D
315,C,A,A,A
316,A,A,A,A
317,A,A,A,A
318,A,A,A,A
319,A,A,A,A
320,A,A,C,A
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,D,D,D,D
325,A,A,A,A
326,B,D,B,B
327,C,A,A,A
328,D,A,A,A
329,A,A,A,A
330,A,A,A,A
331,A,A,A,A
332,A,A,A,A
333,C,C,C,C
334,B,B,B,B
335,C,C,C,C
336,A,A,A,A
337,D,D,D,D
338,B,B,B,B
339,A,A,A,A
340,A,A,A,A
341,A,A,A,A
342,A,A,A,A
343,A,A,A,A
344,A,A,A,A
345,A,A,A,A
346,C,C,C,C
347,D,D,D,D
348,D,D,D,D
349,D,D,D,D
350,D,D,D,D
351,C,C,C,C
352,B,B,A,B
353,A,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,A,A
357,A,A,B,A
358,C,C,D,C
359,B,B,B,B
360,A,A,A,A
361,D,D,D,D
362,C,C,C,C
363,B,B,B,B
364,D,D,D,D
365,A,A,A,A
366,A,A,A,A
367,A,A,A,A
368,A,A,A,A
369,A,A,A,A
370,B,B,B,B
371,A,A,A,A
372,D,C,C,C
373,C,C,C,C
374,A,B,B,B
375,B,B,B,B
376,B,A,A,A
377,A,A,A,A
378,A,A,A,A
379,A,A,A,A
380,A,A,A,A
381,A,A,A,A
382,B,B,A,B
383,B,B,B,B
384,C,C,A,C
385,A,A,A,A
386,D,D,D,D
387,D,D,D,D
388,B,B,B,B
389,A,A,A,A
390,A,A,A,A
391,A,A,A,A
392,A,A,A,A
393,A,A,A,A
394,A,B,B,B
395,A,A,A,A
396,B,B,B,B
397,D,D,D,D
398,B,B,B,B
399,C,C,C,C
400,B,B,B,B
401,B,B,A,B
402,A,A,A,A
403,A,A,A,A
404,A,A,A,A
405,A,A,A,A
406,A,A,A,A
407,A,C,C,C
408,D,D,D,D
409,B,B,B,B
410,C,C,C,C
411,C,C,C,C
412,C,C,C,C
413,B,B,B,B
414,C,C,C,C
415,A,A,A,A
416,A,A,A,A
417,A,A,A,A
418,A,A,A,A
419,A,A,A,A
420,A,A,C,A
421,C,C,C,C
422,C,C,C,C
423,B,B,B,B
424,C,C,C,C
425,D,D,D,D
426,D,D,D,D
427,D,D,D,D
428,D,A,A,A
429,A,A,A,A
430,A,A,A,A
431,A,A,A,A
432,A,D,D,D
433,C,C,C,C
434,B,B,B,B
435,D,D,D,D
436,C,C,C,C
437,D,D,D,D
438,C,C,C,C
439,C,C,A,C
440,A,A,A,A
441,A,A,A,A
442,A,A,A,A
